                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.0528,                 1.1186,                 1.1378,                0.59186,                0.60568,                0.58836,                0.43156,                 1.0433,                 1.2059,                 1.0801,               0.009307,               0.009307,               0.009307
                     51,                 1.0158,                 1.0667,                 1.1108,                0.57961,                0.61413,                0.58001,                 0.4201,                 1.0564,                 1.2303,                 1.0882,              0.0092929,              0.0092929,              0.0092929
                     52,                 1.0384,                 1.0969,                  1.127,                0.59433,                0.58273,                0.58327,                0.42967,                 1.0517,                 1.3068,                 1.0854,              0.0092787,              0.0092787,              0.0092787
                     53,                  1.015,                 1.0636,                  1.116,                0.59614,                0.57609,                0.56903,                0.41598,                 1.0608,                 1.2368,                  1.102,              0.0092646,              0.0092646,              0.0092646
                     54,                0.99308,                  1.064,                  1.111,                 0.5935,                 0.6093,                0.58387,                0.42563,                  1.058,                 1.2736,                 1.0952,              0.0092504,              0.0092504,              0.0092504
                     55,                 1.0027,                  1.052,                 1.1123,                0.60226,                  0.598,                0.58466,                0.42356,                 1.0526,                 1.2971,                 1.0865,              0.0092363,              0.0092363,              0.0092363
                     56,                 1.0087,                 1.1025,                 1.1179,                0.57326,                0.62923,                0.58744,                 0.4328,                 1.0535,                 1.2332,                 1.0872,              0.0092221,              0.0092221,              0.0092221
                     57,                 1.0125,                 1.0587,                  1.122,                0.58199,                0.60568,                0.57649,                 0.4267,                 1.0556,                 1.2332,                    1.1,               0.009208,               0.009208,               0.009208
                     58,                0.99296,                 1.0519,                 1.1072,                0.60253,                0.61594,                0.60101,                0.43036,                 1.0601,                 1.1975,                 1.1062,              0.0091939,              0.0091939,              0.0091939
                     59,                0.99247,                 1.0523,                 1.1055,                0.59118,                0.60205,                0.59257,                0.43903,                 1.0293,                 1.2078,                 1.0852,              0.0091797,              0.0091797,              0.0091797
                     60,                0.99393,                 1.0519,                 1.1033,                0.59934,                0.62599,                0.60536,                0.43968,                 1.0323,                 1.2274,                 1.0886,              0.0091656,              0.0091656,              0.0091656
                     61,                 1.0103,                 1.0855,                 1.1103,                0.60354,                 0.6196,                0.60826,                0.43346,                 1.0502,                  1.212,                 1.0917,              0.0091514,              0.0091514,              0.0091514
                     62,                0.98716,                 1.0348,                 1.1002,                0.59529,                 0.6407,                0.60305,                0.42885,                 1.0556,                  1.212,                  1.102,              0.0091373,              0.0091373,              0.0091373
                     63,                0.98335,                 1.0409,                 1.0981,                0.60039,                0.64234,                0.61224,                0.44019,                   1.04,                 1.2197,                   1.08,              0.0091231,              0.0091231,              0.0091231
                     64,                 1.0067,                 1.0366,                 1.1152,                0.60281,                0.63285,                0.58886,                0.43163,                 1.0389,                 1.2255,                 1.0969,               0.009109,               0.009109,               0.009109
                     65,                 1.0025,                 1.0278,                 1.1072,                0.58365,                 0.6281,                0.59864,                0.43555,                 1.0556,                 1.2206,                 1.1006,              0.0090949,              0.0090949,              0.0090949
                     66,                0.96459,                 1.0213,                 1.0933,                0.59792,                 0.6407,                0.60103,                0.43457,                 1.0359,                 1.2492,                 1.0849,              0.0090807,              0.0090807,              0.0090807
                     67,                0.96782,                 1.0006,                 1.0942,                0.59796,                0.56703,                0.57804,                0.41953,                 1.0666,                 1.2648,                 1.1255,              0.0090666,              0.0090666,              0.0090666
                     68,                0.96922,                 1.0216,                  1.101,                0.61576,                0.64795,                0.60754,                 0.4364,                 1.0315,                 1.2296,                 1.0885,              0.0090524,              0.0090524,              0.0090524
                     69,                0.97329,                 1.0323,                 1.0972,                0.61854,                0.60415,                0.60077,                0.44692,                 1.0255,                 1.2238,                 1.0813,              0.0090383,              0.0090383,              0.0090383
                     70,                0.96478,                0.99586,                 1.0896,                0.60273,                0.61775,                0.59866,                0.43212,                 1.0494,                 1.1939,                 1.1014,              0.0090241,              0.0090241,              0.0090241
                     71,                0.96424,                 1.0042,                 1.0873,                0.60282,                0.63587,                0.60066,                0.44045,                 1.0322,                 1.1909,                 1.0857,                0.00901,                0.00901,                0.00901
                     72,                0.97026,                0.99613,                 1.0921,                0.62383,                 0.6407,                0.60642,                0.44238,                 1.0274,                 1.1918,                 1.0877,              0.0089959,              0.0089959,              0.0089959
                     73,                0.95398,                0.99324,                 1.0913,                0.63334,                0.59964,                0.59167,                 0.4334,                 1.0395,                 1.1548,                 1.0992,              0.0089817,              0.0089817,              0.0089817
                     74,                 0.9699,                 1.0037,                 1.0945,                0.60384,                0.61775,                0.58475,                0.43299,                   1.03,                 1.2366,                 1.0926,              0.0089676,              0.0089676,              0.0089676
                     75,                0.94503,                0.97357,                 1.0853,                0.58725,                0.63466,                0.59507,                0.44234,                 1.0285,                  1.227,                 1.0821,              0.0089534,              0.0089534,              0.0089534
                     76,                0.95716,                 0.9965,                 1.0914,                0.58367,                  0.657,                0.60648,                 0.4408,                 1.0413,                 1.1481,                 1.0919,              0.0089393,              0.0089393,              0.0089393
                     77,                0.95032,                0.97726,                 1.0758,                0.55261,                0.62131,                0.54706,                0.40274,                 1.0773,                  1.385,                 1.1288,              0.0089251,              0.0089251,              0.0089251
                     78,                0.94722,                0.97642,                  1.079,                0.60191,                0.64372,                0.60533,                 0.4501,                 1.0371,                 1.1562,                 1.0848,               0.008911,               0.008911,               0.008911
                     79,                0.94993,                0.97517,                 1.0793,                0.59771,                 0.6256,                0.60491,                0.45154,                 1.0028,                 1.1843,                 1.0682,              0.0088969,              0.0088969,              0.0088969
                     80,                0.93068,                0.97195,                 1.0723,                0.59227,                0.62621,                0.61046,                0.46074,                  1.001,                 1.1721,                 1.0747,              0.0088827,              0.0088827,              0.0088827
                     81,                0.94092,                0.96791,                 1.0852,                0.61518,                0.63587,                0.60767,                0.44981,                  1.021,                 1.2693,                 1.0841,              0.0088686,              0.0088686,              0.0088686
                     82,                0.94575,                0.97941,                 1.0792,                0.61694,                0.62077,                0.60943,                0.45752,                 1.0167,                 1.1776,                 1.0841,              0.0088544,              0.0088544,              0.0088544
                     83,                0.92172,                0.95644,                 1.0745,                0.60922,                0.62862,                0.61567,                0.46262,                 1.0075,                 1.1484,                 1.0637,              0.0088403,              0.0088403,              0.0088403
                     84,                0.93374,                 0.9653,                 1.0828,                0.62905,                0.60929,                0.60264,                0.44799,                 1.0075,                 1.1854,                 1.0769,              0.0088261,              0.0088261,              0.0088261
                     85,                0.93764,                0.97481,                  1.077,                0.60304,                0.59783,                0.58758,                0.43053,                 1.0052,                 1.1847,                 1.0822,               0.008812,               0.008812,               0.008812
